CLIENTNUM,Total_Relationship_Count,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
715650783,6,0,0.765,4906,75,0.667
711819708,3,2517,0.483,2275,55,0.897
713041683,3,0,0.544,1867,34,0.478
779544708,4,668,0.894,3931,77,0.791
712967508,4,1093,0.615,5038,86,0.83
710231433,5,2378,0.974,3395,75,0.829
817960533,5,857,0.752,4741,84,0.714
713431008,5,0,0.753,4198,77,0.75
709663608,4,0,0.571,1973,36,0.333
754851783,4,2218,0.802,4423,90,0.667
808743558,3,2517,0.89,4804,66,0.737
778905033,3,1226,0.638,3889,60,0.818
720844008,6,1747,0.924,5216,87,0.891
714286383,4,1039,0.475,3337,65,0.512
718767183,6,1464,0.66,4905,89,0.978
712707408,4,1713,0.746,3919,57,1.036
789859833,6,1767,0.665,4388,67,0.675
812411058,3,0,0.897,2690,46,0.484
712311258,5,1259,0.932,4634,54,0.862
778397358,6,0,0.808,2574,43,0.483
715340733,5,0,0.843,4792,62,0.722
797495958,3,0,0.927,4277,80,0.951
720384633,6,0,0.715,3403,70,0.489
810868758,5,1687,0.482,2384,52,1.167
719105433,3,1087,0.868,4990,85,0.667
715609533,1,0,0.621,1887,36,0.333
712160058,5,0,0.656,2146,44,0.63
779130108,3,0,0.835,2527,49,0.69
712335858,4,2081,0.99,4867,67,0.763
789643383,3,0,0.747,3575,56,1.154
717733158,4,2517,0.59,4197,84,0.909
713205108,3,1062,0.48,3873,76,0.854
719749083,5,2224,0.864,3465,59,0.788
811762383,4,1788,0.523,4908,71,1.152
708710283,6,2038,1.007,4067,75,1.206
708542283,5,2061,0.849,4399,70,0.707
720667383,5,2213,0.695,4684,81,0.8
822952158,4,0,0.566,4256,73,0.622
716922633,6,2517,0.602,2600,47,0.621
709081683,3,1438,0.832,4208,69,0.865
710211783,3,0,0.777,2264,39,0.625
720364158,4,1251,0.722,4314,83,0.729
713064783,3,2057,0.763,4205,83,0.766
709873683,4,1428,0.846,4352,82,0.907
758106108,3,1758,0.613,4604,70,0.707
711445233,6,0,0.813,4653,78,0.95
778912683,3,1504,0.679,4778,88,0.956
780496833,3,0,0.747,2122,44,0.419
720057183,5,957,0.724,3412,70,0.842
789081408,6,170,0.889,2527,45,0.406
720634683,5,0,0.737,2456,45,0.452
808732458,5,1558,1.02,2838,49,1.333
719947533,6,0,0.85,4585,79,0.795
715452408,4,987,0.879,4727,67,0.914
718103733,4,933,0.898,4253,66,0.737
788705358,4,2070,0.525,3965,58,0.568
772105608,6,872,0.865,4246,80,0.739
718396533,5,1556,0.806,4527,83,0.93
712949733,3,1985,0.403,3536,61,0.419
772036233,6,0,0.583,4320,72,0.674
713285058,4,1600,0.607,4275,76,0.551
710289783,5,2007,1.051,2537,48,0.6
780390108,3,1013,0.988,5079,81,0.841
720585183,3,2136,0.568,3659,68,0.581
711831558,3,1207,0.657,3244,58,1.0
710854008,3,1119,0.496,3902,63,0.432
717017808,6,641,0.788,4693,83,0.627
823615983,2,2517,0.379,1642,35,0.25
807587433,4,0,0.699,2229,40,0.6
709987683,4,0,1.057,2798,40,0.481
714435408,4,1028,0.791,3297,54,0.688
718994583,3,816,0.842,4777,69,0.917
793616883,5,668,0.931,5205,78,0.773
779978283,4,0,0.905,4428,78,0.696
713370033,4,0,0.503,2014,53,0.472
710482533,4,2005,0.52,3863,72,0.756
778830933,3,1040,1.002,5308,78,0.773
736145283,6,0,0.698,3591,59,0.788
778718658,3,0,0.75,4062,65,0.711
719482008,5,1036,0.965,3354,76,0.854
715004808,5,1845,0.707,4339,84,0.75
720014358,5,985,0.72,4019,78,0.857
718208358,4,830,0.54,3789,57,0.541
713380308,6,0,0.593,4092,76,1.054
716477133,3,838,0.61,3910,75,0.63
713949858,4,886,0.24,1674,42,0.312
827619933,3,0,0.655,3541,87,0.851
779135808,5,1026,0.67,4318,81,0.588
719751483,4,576,0.849,2567,48,0.6
708219858,6,0,1.051,4295,70,0.795
779681433,6,0,0.381,1519,26,0.368
720169383,3,2111,0.601,3707,74,0.682
718056033,5,1606,0.734,3334,56,0.6
789226683,6,1187,0.714,3878,82,0.783
822902508,3,1219,0.644,4015,77,0.75
780462183,5,2065,0.816,4026,67,0.718
715502808,4,1987,0.566,4442,76,0.767
788755158,4,535,0.678,3016,80,0.739
780038058,3,0,0.69,2283,46,0.586
709536483,5,215,0.527,1999,41,0.414
712563408,1,2517,0.628,2296,46,0.586
771222558,6,2018,0.705,4467,79,0.756
708145908,3,2185,0.66,3999,71,1.088
717755058,4,1317,0.58,4096,76,0.727
789109983,4,1418,0.92,3870,73,0.46
802600233,5,869,0.791,4124,59,0.967
720449208,6,1814,0.82,4758,64,0.641
719557983,5,2371,0.969,4416,83,0.844
766111383,4,1091,0.87,4136,67,0.718
789367083,5,1490,0.747,3778,64,0.684
710538183,3,563,0.785,4220,83,0.844
708534033,5,883,0.626,4726,82,0.708
716739258,5,0,0.679,3932,62,0.771
788940558,6,1085,0.656,4224,75,1.027
714722808,5,1211,0.778,4153,91,0.685
713249883,6,873,0.785,4572,81,0.688
714207483,6,1424,0.749,4125,80,0.86
720068808,3,1980,0.625,3899,65,0.711
778601733,5,1689,0.714,2370,34,0.789
709779258,4,0,0.939,4075,71,0.614
713696808,3,316,0.494,2252,42,0.4
720044658,6,2076,0.839,2720,46,0.484
716373483,4,2517,0.38,1544,45,0.364
714305508,6,0,0.746,3706,81,0.62
712202433,3,1020,0.944,3687,68,1.125
716600733,3,228,0.904,2572,43,0.72
778372158,6,1549,0.752,4747,91,0.936
714176133,5,735,0.762,4220,87,0.673
708969633,6,2195,0.717,4544,80,0.667
715765758,5,814,0.675,4217,72,0.5
803097333,3,1514,0.879,5089,82,0.783
710411358,4,2199,0.633,2164,45,0.5
715660308,5,2412,0.823,2612,33,0.375
711866358,4,0,0.428,4429,78,0.472
710738883,4,1094,0.843,4222,61,0.649
717822108,3,2517,0.785,4613,85,0.932
714407058,3,2330,0.65,3821,81,0.841
710744433,5,2424,0.517,4077,78,0.625
778959258,5,0,0.905,2585,45,0.5
713320008,3,468,0.553,4172,66,0.784
766795983,4,0,0.756,4692,91,0.596
716256483,6,1824,0.711,4232,80,0.633
712364283,5,1398,0.785,3960,79,0.756
714620358,3,2517,0.553,2196,47,0.621
709145958,2,1002,0.061,1533,42,0.105
709787733,3,1307,0.803,4043,76,0.9
809071083,4,2150,0.666,4592,90,0.8
721165608,3,0,0.651,3969,78,0.902
716668308,3,0,0.949,3151,39,0.444
708760458,4,0,0.583,3692,79,0.549
720333783,3,786,0.833,3822,50,1.083
789212883,6,0,0.82,2533,44,0.517
711341433,6,2010,0.668,3901,77,0.711
720235608,4,0,0.599,4470,58,0.812
716890533,6,1722,0.937,5377,86,0.654
708491508,3,1430,0.772,3856,68,1.061
718542858,6,994,0.786,4623,84,0.585
717750858,3,2446,0.612,3769,78,0.95
712450008,5,0,0.66,2438,41,0.464
827628408,3,1465,0.622,3672,64,0.73
713492583,5,0,0.504,2308,35,0.591
718054833,6,1016,0.709,2916,65,0.548
788770908,6,1498,0.903,4275,67,0.675
710175783,4,1042,0.593,4303,59,0.788
715429608,4,1517,1.292,3520,66,1.0
714058308,5,2384,0.365,1941,53,0.656
717965808,5,829,0.515,5783,73,0.622
709265208,4,780,0.66,4422,59,0.844
713114133,4,0,0.529,2092,38,0.31
721349883,3,2082,0.787,3672,59,0.553
758965158,4,1729,0.843,4396,83,0.566
749722908,3,1346,0.639,4054,68,0.7
709495833,5,0,0.421,1944,36,0.5
717575958,6,479,0.838,2349,42,0.312
714406158,4,0,0.551,2269,42,0.312
767243208,3,1587,1.088,4193,79,0.881
711515433,3,2517,0.625,4320,85,0.735
720190908,6,1300,0.568,4699,72,0.714
818814933,3,1536,0.437,3112,79,0.549
719794383,6,0,0.917,5039,85,0.809
709766808,4,1178,0.912,3819,82,0.864
709666908,3,1782,0.853,4669,93,0.755
794653983,3,1017,1.008,5245,80,0.86
716593533,4,0,1.01,3651,76,0.652
714113658,3,1425,0.574,3992,76,1.054
708776658,6,1519,0.458,4444,70,0.667
712225008,6,1103,0.613,3998,80,0.739
787450758,3,0,0.53,4712,88,0.517
789099783,6,839,0.923,4117,70,0.707
711751533,3,1973,0.476,4784,75,0.562
708367908,6,1627,0.835,4390,82,0.783
714951858,5,0,0.543,4047,56,0.75
720436008,4,0,0.631,4196,81,0.588
718984533,6,1274,0.639,4552,100,0.786
716982483,3,0,0.584,4497,79,0.612
708681708,5,0,0.553,1977,29,0.261
720202008,4,2517,0.641,4377,88,0.725
714483033,3,0,0.708,4660,85,0.735
711468708,4,0,0.406,1986,52,0.486
821724483,2,1744,0.347,1455,34,0.214
716402508,4,1681,0.577,4265,87,0.776
721189008,4,0,0.543,4578,67,0.811
712867983,6,633,0.733,5177,66,0.65
713814408,6,1184,0.863,3667,66,0.784
716671983,3,1885,0.601,4141,65,0.711
708252108,6,1907,0.693,4065,65,0.711
717212958,6,2415,0.492,3153,57,0.583
713048733,3,1871,0.356,4054,75,0.364
779841483,1,1424,0.525,2238,36,0.2
710701233,3,1259,0.806,3890,72,1.118
718837683,6,1505,0.56,2394,50,0.471
718127958,4,1656,0.813,4174,85,0.7
718685358,6,0,0.827,4488,84,0.826
771559158,3,1163,0.917,4769,80,0.905
710138883,5,0,0.601,1835,43,0.344
711197658,5,2026,0.669,4198,68,0.619
709045683,3,0,0.584,3921,63,0.8
708272808,4,1474,0.71,3542,59,0.639
720292983,6,1796,0.637,4929,61,0.488
709112508,3,1300,0.627,2165,36,0.385
712840608,6,993,1.06,4078,85,0.977
788920308,3,1250,0.611,4368,75,0.596
718160358,5,0,0.885,2492,35,0.296
719325783,4,2517,0.619,1909,28,0.474
712885533,6,1472,0.413,3291,62,0.722
719268333,5,0,0.929,4205,88,0.66
721004133,6,538,0.675,4093,73,0.659
714103908,4,743,0.812,4515,74,0.51
771502383,3,1539,0.649,4884,80,0.509
713014533,6,1596,0.951,3557,64,1.065
713980383,1,0,0.501,1902,28,0.273
711294258,3,2377,0.829,4780,88,0.725
719954733,5,1255,0.788,4435,68,0.889
711561933,6,1420,0.762,4256,70,0.591
826077033,1,0,0.803,2423,39,0.857
711555483,3,2517,0.696,4551,83,0.729
715194183,3,411,0.833,2423,43,0.593
716929233,3,1607,0.874,5235,92,0.586
709014558,3,0,0.59,4383,82,0.783
710636208,3,0,0.922,3847,74,0.805
815525508,2,0,0.819,3894,60,0.818
718746933,6,2022,0.547,3441,66,0.65
715686183,6,0,0.636,4795,65,1.031
741778458,3,1550,0.656,3406,57,1.478
801056358,6,1864,0.603,3851,75,0.705
709486158,5,0,0.896,4530,72,0.636
713826183,4,0,0.481,2242,44,0.571
803342358,3,2517,0.704,3382,56,0.931
780292683,3,2354,0.314,984,24,0.263
788646858,6,1268,0.731,4275,61,0.649
711116133,3,0,0.743,2461,47,1.136
708584208,5,2517,0.646,2367,41,0.519
789097833,4,720,0.63,4230,93,0.898
709443633,5,838,0.593,4770,62,0.722
767280633,5,1454,0.595,4378,96,0.548
713096583,4,544,0.543,2294,40,0.739
721033908,6,1053,0.926,4552,82,0.745
756025233,5,1014,0.688,2437,44,0.467
711977508,1,1211,0.465,2141,40,0.481
772076208,6,1146,0.476,3677,70,0.892
710666583,3,2312,0.625,2321,36,0.5
712369308,4,1047,0.633,1969,38,0.52
794784633,6,2123,0.64,4478,77,0.791
716437533,5,0,0.52,4101,88,0.66
715109508,3,1427,0.829,5347,96,0.524
795392433,3,0,0.663,4651,69,0.568
712721358,5,2517,0.575,2059,43,0.433
720118908,5,0,0.793,3477,65,0.667
799486158,4,949,0.736,4222,65,0.667
718980633,3,1151,0.884,4835,84,0.714
717336408,5,1411,0.642,2452,44,0.63
709546608,6,647,0.889,4803,64,0.684
823624158,3,0,0.761,4579,78,0.814
771688983,4,1811,0.68,4201,68,1.125
708701358,3,2031,0.889,4000,79,0.975
712048008,3,1988,0.576,4127,69,0.533
710712783,3,1787,0.748,3904,76,0.854
716626008,4,1659,0.836,4243,102,0.672
718284408,5,1452,0.609,3970,68,0.619
717414933,3,2049,0.501,3818,61,0.605
713032233,5,2271,0.61,4812,83,0.766
714234858,5,1739,0.779,4735,84,0.826
714818058,3,0,0.71,4591,74,0.644
708731658,3,0,0.387,1587,42,0.448
708706833,4,0,0.854,2466,40,0.538
780100533,5,2376,0.583,3586,67,0.914
711712983,6,0,0.687,4503,80,0.667
712549758,6,0,0.758,3749,61,0.743
713348433,6,751,0.551,4477,62,0.59
820599333,6,604,0.771,4469,85,0.932
787261008,4,1128,0.587,4446,75,0.667
778343958,3,0,0.5,3866,72,0.714
788407833,5,1368,0.55,4025,79,0.881
760807608,5,1680,0.791,4751,83,0.804
771108933,5,879,0.536,4385,71,0.614
715954158,3,931,0.575,2433,29,0.381
715499058,4,0,0.906,2775,33,0.435
717995958,5,1463,0.873,4397,72,0.565
718736883,4,2058,0.835,3421,61,1.033
721045608,6,2131,0.597,4554,75,0.562
715215108,4,1573,0.902,4899,68,0.581
795823383,5,0,0.762,3888,63,0.853
718338708,5,0,0.784,3380,73,0.78
713588958,4,1507,0.636,3655,70,0.667
710120358,6,2312,0.561,2229,37,0.762
809582058,5,1249,0.936,4410,73,0.622
709199358,1,0,0.372,1684,19,0.188
821889858,6,1477,0.662,2493,44,0.571
815324433,6,0,0.921,4200,86,0.536
793656633,3,1303,0.645,5101,76,0.617
713246208,6,1318,1.063,4548,54,0.862
711493158,5,2467,0.701,4926,90,0.731
721163133,6,0,0.542,3948,60,0.538
826417233,3,1011,0.814,5089,71,0.868
711619608,6,0,0.804,4584,84,0.75
712244733,4,2230,0.78,4412,73,0.659
709638783,4,2048,0.913,4056,92,0.769
720296808,3,1771,0.711,2554,47,0.516
718926258,4,642,0.666,4627,90,0.698
714706083,5,997,0.811,4284,75,0.596
721473783,3,604,0.987,4614,75,0.974
712230408,3,1445,0.591,3700,80,0.569
716186883,3,933,0.821,4120,78,0.773
715204083,3,901,0.898,4990,80,0.905
709283358,6,0,0.663,2473,42,0.273
817887408,3,1148,0.649,3485,84,0.615
789481233,5,0,0.872,2859,55,0.833
718184883,5,0,0.802,3878,63,0.703
821157183,5,1398,0.635,4698,88,0.833
709837308,6,0,1.007,3833,71,0.578
779491908,5,1391,0.896,4272,59,0.686
718399233,6,0,0.704,4152,77,0.54
779447358,3,2104,0.857,4486,93,0.86
710661333,4,1545,0.581,2513,47,0.424
789114408,3,0,0.853,4693,82,0.608
710570058,3,0,0.66,2512,37,0.37
712681608,5,1355,0.48,4011,70,0.556
709086933,4,2517,0.729,4209,72,0.756
709179708,3,0,0.72,3622,75,0.667
711206958,3,1305,0.93,4163,73,0.698
823928058,3,578,0.931,4509,79,0.717
796330983,3,1283,0.645,4785,85,0.518
771284658,6,896,0.724,2613,41,0.708
779307558,4,0,0.782,4806,81,0.653
788846508,6,1903,0.824,4567,81,0.8
783500283,5,1228,0.722,5041,74,0.805
802247658,4,2422,0.773,2599,43,0.433
795573333,6,1165,0.888,4142,67,0.634
721366308,4,2060,0.729,3702,64,0.829
720377433,4,2217,0.978,4593,74,0.721
711243108,5,2207,0.625,3835,78,0.625
789351783,3,1618,0.664,4518,88,0.692
719699208,5,729,0.886,4423,65,0.806
720774183,6,1959,0.618,4300,69,0.683
713590158,5,2080,0.738,2042,40,0.481
715547058,4,0,0.871,2707,51,0.5
815596608,4,921,0.654,4615,72,0.6
718921683,6,1835,0.763,4816,49,0.885
720031908,5,0,0.791,4326,74,0.721
716716083,6,1878,0.725,4578,84,0.953
819969933,4,0,0.67,4193,67,0.811
714382608,4,1161,0.569,4315,85,0.518
720092283,4,978,0.736,4379,78,0.95
720531633,4,2517,0.865,2665,36,0.333
718508883,6,238,0.64,2306,47,0.621
708794133,3,2136,0.757,3197,50,1.174
713447583,5,2055,0.824,5480,58,0.933
716107158,5,431,0.887,3098,46,0.438
712713108,6,1883,0.955,4802,85,0.604
719245083,4,1539,0.893,4087,74,0.762
708269583,6,1377,0.838,4014,86,0.686
720234708,6,0,0.742,2429,50,0.471
709436883,6,1619,0.9,5000,87,0.673
714140133,3,1547,0.804,4678,74,1.0
716136333,5,2517,0.718,2725,41,0.519
715031433,6,1493,0.597,4664,60,0.579
810667158,3,974,0.677,4344,75,0.596
715253433,5,1372,0.744,5266,79,0.795
809937933,4,2013,0.97,4384,82,1.0
708997833,5,603,0.617,4045,62,0.824
718296558,4,1327,0.774,2345,33,0.435
780086658,3,0,0.544,2060,39,0.625
708754833,3,1182,0.902,4583,72,1.0
788638908,4,2127,0.703,4278,71,0.821
715607958,6,2201,0.714,4385,78,0.66
708515358,6,0,0.84,4216,82,0.64
716357058,4,787,0.298,2955,56,0.6
714569958,6,2459,0.696,3852,65,0.625
716822583,4,802,0.504,3648,74,0.574
721109358,6,0,0.781,4162,87,0.812
827635083,4,755,0.62,4222,75,0.744
715492983,4,2517,0.9,4348,62,0.879
712234308,6,1805,0.641,4767,90,0.698
708334158,4,686,0.581,3068,58,0.933
812488608,6,2209,0.66,4908,73,0.659
793345008,4,0,0.801,4287,80,0.667
715487733,6,0,0.553,2287,42,0.5
788856408,5,1041,0.923,4264,75,1.027
708154833,1,811,0.571,2336,46,0.278
721147383,4,1740,0.901,4087,81,0.841
803973483,4,0,0.793,4496,83,0.66
788941983,1,0,0.602,2425,50,0.923
715603233,6,1460,0.658,4436,74,0.542
709945458,3,512,0.776,4791,82,0.708
714614133,3,0,0.4,2128,39,0.444
768167358,6,1018,0.645,4301,86,0.72
737967708,5,938,0.601,4087,86,0.911
712920633,4,0,0.618,4348,79,0.646
780373233,5,1940,0.823,4985,90,0.636
721384308,4,2323,1.123,4763,86,0.593
712242633,6,2517,0.609,3911,76,0.81
713610933,3,0,0.572,4277,90,0.636
714257958,4,0,0.654,4220,68,0.889
772172883,6,1349,0.971,4893,93,0.824
720204558,4,999,0.811,4597,77,0.878
779635533,5,1028,0.469,5125,71,0.578
804658833,5,0,0.664,4068,73,0.622
756691608,5,780,0.658,4816,81,0.588
806219808,5,1972,0.835,5146,88,0.956
826266483,6,598,0.843,4586,81,0.929
775152708,2,901,0.371,1835,43,0.72
787596558,5,981,0.858,4748,85,0.735
803205258,4,2379,0.741,4348,86,0.955
716041908,5,805,1.049,4383,75,0.875
708837858,5,1718,0.679,4423,68,0.619
828227433,6,778,1.009,4957,84,1.049
714487458,6,0,0.516,2306,39,0.625
711390333,5,489,0.678,2331,45,0.452
787974108,4,792,0.723,2374,40,0.429
714036258,4,1963,0.805,4255,64,0.561
788752833,6,1581,0.694,3857,69,0.816
773108958,4,2138,0.565,4439,75,0.875
782437008,6,1769,0.767,4717,83,0.804
710729358,6,0,0.946,2539,42,0.5
827423433,5,1399,0.533,3668,67,0.675
756919683,6,1294,0.924,4339,86,0.686
779219208,5,0,0.702,4811,86,0.686
712342833,5,2248,0.728,4042,80,0.86
721121283,4,1280,0.718,4289,81,0.841
790006383,4,2035,0.648,4221,67,0.634
756989583,4,0,0.637,4418,68,0.659
717477783,1,2389,0.427,1563,36,0.44
716614683,5,1255,0.731,3847,73,0.698
789942033,5,0,0.794,2237,43,0.387
740784258,4,1088,0.683,4191,90,0.525
711336033,3,1032,1.035,4080,72,0.8
768141558,4,1896,0.725,4220,74,0.897
717179508,6,1565,0.73,4011,68,0.838
716520033,6,1448,0.723,4639,61,0.743
783625008,4,0,0.647,3444,71,0.614
769330908,5,1555,0.583,4134,62,0.55
789396783,3,1109,0.693,4729,78,0.733
709310433,3,812,0.534,4480,76,0.551
713094483,3,0,0.757,4741,78,0.814
770753733,4,1865,0.852,4854,85,1.024
712659408,3,2159,0.846,4578,81,0.653
768475383,6,0,0.888,4007,74,0.542
779655183,6,0,0.597,4054,82,0.822
711278283,5,1075,0.464,4705,65,0.806
713345508,4,1662,0.8,4471,83,0.804
711379083,5,1429,0.718,5124,74,0.644
789144633,3,850,0.481,2001,34,0.889
708393633,4,1647,0.812,4625,94,0.516
708657033,5,1923,0.714,3837,71,0.732
717949008,5,412,0.568,2341,43,0.483
788866983,5,0,0.923,3383,61,1.103
751283658,4,1316,0.704,4306,73,1.086
718243533,3,0,0.715,3880,74,0.721
779754408,3,2123,0.699,4349,69,0.725
794866983,6,1031,0.658,3812,67,0.675
711832533,3,1396,0.688,3748,62,0.938
788552658,3,1759,0.81,4562,86,0.72
715415508,3,1870,0.714,4301,71,0.651
719962458,3,1491,0.733,4869,70,0.522
712734933,5,0,0.563,1952,39,0.345
717410508,4,1281,0.975,3303,70,0.795
711796683,5,1581,0.428,4311,73,0.921
709407933,5,1802,0.912,4544,80,0.569
810493458,6,1349,0.723,4388,72,0.6
720494058,4,0,0.578,4781,79,0.756
717050883,5,1617,0.552,4183,71,0.614
713163258,4,0,0.368,1959,52,0.857
715659333,3,2517,0.982,4508,69,0.643
712414908,4,0,0.629,4992,80,0.739
720175008,3,1843,0.826,4055,66,0.692
719876808,5,0,0.93,3902,62,0.632
713334483,5,0,0.702,2263,35,0.522
708360108,3,1338,0.818,4869,90,0.8
720676158,6,1994,0.919,5223,89,0.712
716631708,4,1990,0.7,4027,67,0.634
713025558,3,0,0.367,1935,47,0.469
710506683,3,0,0.763,4543,75,0.974
712428333,3,1901,0.638,4041,75,0.596
718041033,6,1455,1.001,5363,76,0.81
709169133,3,0,0.751,3995,82,0.608
718164858,5,1281,0.847,4642,97,0.672
809565183,3,625,0.729,2650,43,0.483
778377183,5,1144,0.767,4846,92,0.736
712845258,5,1642,0.891,4161,71,0.868
716915133,5,0,0.666,4397,70,0.628
771403008,4,0,0.829,4409,75,0.974
787441383,3,1284,0.902,3989,62,0.938
711345258,3,0,0.685,4751,85,0.932
713685033,3,0,0.389,1848,38,0.407
718205283,6,0,0.777,5035,76,0.767
708337683,4,893,0.445,3820,62,0.676
720941433,3,0,0.845,2312,43,0.303
710201058,3,736,0.622,4198,65,0.912
785218458,4,2282,0.712,4333,77,0.833
770740308,3,1699,0.668,4691,92,0.704
787493808,5,2480,0.686,2396,49,0.531
708846183,4,2234,0.818,4006,68,0.838
810586833,6,857,0.481,3429,78,0.696
711151383,3,347,0.511,2157,37,0.321
712425258,6,1379,0.836,4260,72,0.714
772063308,5,0,0.682,4155,79,0.795
718574808,4,1846,0.612,4327,74,0.644
717131283,5,1579,0.753,4712,67,0.914
798996183,4,1512,0.725,4069,80,0.778
716831508,4,1524,0.879,3492,59,1.034
715297908,4,1125,0.611,2534,52,0.486
813234108,4,1212,0.662,3895,70,0.591
711027183,4,600,0.653,4946,80,0.739
718812708,5,219,0.482,1882,48,0.714
709505808,5,2198,0.465,1918,31,0.292
711267633,5,316,0.661,2271,36,0.333
719613783,3,0,0.872,4211,64,0.778
719035758,5,1516,0.857,4917,78,0.95
708473133,4,0,0.824,4588,68,0.7
712996833,4,1129,0.695,4309,86,0.72
720963258,3,0,0.735,2675,37,0.48
819606258,5,1629,0.618,3876,55,0.774
714634983,3,0,0.634,2403,48,0.548
806428908,3,0,0.814,5049,75,0.63
710903358,5,1386,0.5,3709,77,0.604
712676208,6,1324,0.684,4084,79,1.026
709005633,3,0,0.674,2112,52,0.857
712102983,6,0,0.634,3832,87,0.673
754480233,5,0,0.798,4742,62,0.824
719042208,4,1250,0.891,4565,65,0.806
716251608,6,0,0.989,4355,87,0.977
715537383,5,1893,0.432,3934,78,0.592
709460883,5,0,0.609,2437,46,0.438
789325008,5,1991,0.654,3645,82,0.608
719195733,5,1900,0.971,4948,85,0.848
787665258,1,0,0.749,2393,36,0.636
710226708,5,680,0.77,4573,93,0.691
711982383,3,1777,0.519,4694,79,0.411
716345283,5,1920,0.596,4277,66,0.571
816850458,6,0,0.823,2448,40,0.379
710842308,4,928,0.662,4150,83,0.844
713132133,3,1694,0.843,5103,81,0.761
788874333,3,1305,0.668,4313,67,0.914
717987258,5,1686,0.624,4503,67,0.811
793712658,4,2517,0.713,1821,36,0.385
708324483,3,0,0.664,4420,71,0.775
768612258,3,1623,0.848,4171,78,0.814
719659758,6,1670,1.041,4194,72,0.756
711313158,5,0,0.861,4962,74,0.51
716483358,5,1329,0.646,5481,68,0.7
719829633,5,1733,0.909,5026,79,0.837
812465958,5,997,0.726,4960,83,0.729
786536808,3,0,0.53,3928,82,0.64
807369708,3,0,0.711,4009,74,0.947
711397533,4,2410,0.962,3410,62,0.59
711740508,6,1575,0.735,4615,82,0.708
715233108,4,862,0.772,4121,83,0.694
813807258,6,0,0.707,4670,82,0.864
769183908,6,683,0.593,4321,58,0.812
718451133,4,1413,0.784,3899,68,1.061
721115733,5,894,0.786,3698,79,1.026
720085233,6,2517,0.661,2167,38,0.357
717036408,6,1626,0.945,4560,81,0.588
714427608,5,681,0.576,4888,78,0.814
780019908,6,644,0.673,4657,82,0.907
827898033,4,0,0.621,2465,54,1.077
720302883,4,2180,0.877,4585,78,0.95
715893633,4,1084,0.974,4755,81,0.761
720730683,5,730,0.837,4997,84,0.615
720638283,4,1731,0.644,4568,83,0.93
789053883,4,2231,0.708,3692,84,0.647
719286708,4,1340,0.668,4498,76,0.81
713952558,3,1474,0.595,2128,40,0.429
793395933,4,1740,0.65,4208,69,0.568
813895458,6,0,0.676,4617,89,0.78
771733608,3,0,0.809,2276,40,0.538
710102208,3,0,0.81,4464,75,0.596
719511783,3,1197,0.917,4916,78,0.696
712849158,4,2488,0.594,2186,44,0.467
783070833,5,1899,0.77,4408,86,0.792
713419908,3,0,0.635,4537,72,0.636
789345408,5,722,0.894,4983,53,1.12
720992883,4,1863,0.77,4805,76,0.949
803652633,4,1575,0.838,5124,70,0.522
789248958,3,2517,0.841,5259,89,0.78
716178483,4,0,0.569,4334,71,0.578
715440558,3,1888,0.561,3940,74,0.805
711535158,5,461,0.636,1955,42,0.448
713647083,5,1761,0.562,3696,80,0.778
718311933,6,2517,0.666,2587,43,0.536
718404783,5,0,0.871,2384,33,0.375
817332483,6,0,0.875,2445,43,0.593
710015733,3,621,1.001,3142,37,0.85
794965233,6,781,0.411,1927,44,0.63
710512833,6,1338,0.615,5178,79,0.756
710803008,6,2041,0.675,4372,68,0.659
712987608,3,1153,0.866,4263,84,0.909
716974383,3,1979,0.629,1911,35,0.75
720930633,5,0,0.868,2341,37,0.37
710136258,6,0,0.983,2833,43,0.654
779438208,4,1175,0.85,4606,75,0.875
721017333,4,2002,0.825,4606,83,0.804
720952608,6,1505,0.788,4396,68,0.659
712886733,3,1338,0.966,4268,87,0.673
810545733,3,1480,0.631,4228,63,0.658
822132858,1,0,0.564,2205,43,0.654
713526258,3,0,0.517,2020,33,0.375
712877733,6,1402,0.783,4407,84,0.647
